"Nível Territorial (Código)","Nível Territorial","Unidade de Medida (Código)","Unidade de Medida","Valor","Unidade da Federação (Código)","Unidade da Federação","Trimestre (Código)","Trimestre","Variável (Código)","Variável"
"3","Unidade da Federação","2","%",4.9,"51","Mato Grosso","201903","3º trimestre 2019","4117","Coeficiente de variação - Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",14.6,"51","Mato Grosso","201903","3º trimestre 2019","4118","Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",4.7,"51","Mato Grosso","201903","3º trimestre 2019","4119","Coeficiente de variação - Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",6.4,"51","Mato Grosso","201904","4º trimestre 2019","4099","Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",6.1,"51","Mato Grosso","201904","4º trimestre 2019","4103","Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",9.4,"51","Mato Grosso","201904","4º trimestre 2019","4114","Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",5.1,"51","Mato Grosso","201904","4º trimestre 2019","4115","Coeficiente de variação - Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",10,"51","Mato Grosso","201904","4º trimestre 2019","4116","Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",4.4,"51","Mato Grosso","201904","4º trimestre 2019","4117","Coeficiente de variação - Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",12.9,"51","Mato Grosso","201904","4º trimestre 2019","4118","Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",4,"51","Mato Grosso","201904","4º trimestre 2019","4119","Coeficiente de variação - Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",8.6,"51","Mato Grosso","202001","1º trimestre 2020","4099","Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",6.8,"51","Mato Grosso","202001","1º trimestre 2020","4103","Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",11.5,"51","Mato Grosso","202001","1º trimestre 2020","4114","Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",5.7,"51","Mato Grosso","202001","1º trimestre 2020","4115","Coeficiente de variação - Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",12.1,"51","Mato Grosso","202001","1º trimestre 2020","4116","Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",5.7,"51","Mato Grosso","202001","1º trimestre 2020","4117","Coeficiente de variação - Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",14.9,"51","Mato Grosso","202001","1º trimestre 2020","4118","Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",5.1,"51","Mato Grosso","202001","1º trimestre 2020","4119","Coeficiente de variação - Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",10.2,"51","Mato Grosso","202002","2º trimestre 2020","4099","Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",7,"51","Mato Grosso","202002","2º trimestre 2020","4103","Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",13.8,"51","Mato Grosso","202002","2º trimestre 2020","4114","Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",5.9,"51","Mato Grosso","202002","2º trimestre 2020","4115","Coeficiente de variação - Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",16.4,"51","Mato Grosso","202002","2º trimestre 2020","4116","Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",4.6,"51","Mato Grosso","202002","2º trimestre 2020","4117","Coeficiente de variação - Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",19.7,"51","Mato Grosso","202002","2º trimestre 2020","4118","Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",4.4,"51","Mato Grosso","202002","2º trimestre 2020","4119","Coeficiente de variação - Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",10.2,"51","Mato Grosso","202003","3º trimestre 2020","4099","Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",7.4,"51","Mato Grosso","202003","3º trimestre 2020","4103","Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",13.9,"51","Mato Grosso","202003","3º trimestre 2020","4114","Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",6.5,"51","Mato Grosso","202003","3º trimestre 2020","4115","Coeficiente de variação - Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",15.4,"51","Mato Grosso","202003","3º trimestre 2020","4116","Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",5.2,"51","Mato Grosso","202003","3º trimestre 2020","4117","Coeficiente de variação - Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",18.9,"51","Mato Grosso","202003","3º trimestre 2020","4118","Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",5,"51","Mato Grosso","202003","3º trimestre 2020","4119","Coeficiente de variação - Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",10.7,"51","Mato Grosso","202004","4º trimestre 2020","4099","Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",8,"51","Mato Grosso","202004","4º trimestre 2020","4103","Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",14.4,"51","Mato Grosso","202004","4º trimestre 2020","4114","Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",7.2,"51","Mato Grosso","202004","4º trimestre 2020","4115","Coeficiente de variação - Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",14,"51","Mato Grosso","202004","4º trimestre 2020","4116","Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",6.3,"51","Mato Grosso","202004","4º trimestre 2020","4117","Coeficiente de variação - Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",17.6,"51","Mato Grosso","202004","4º trimestre 2020","4118","Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",6.1,"51","Mato Grosso","202004","4º trimestre 2020","4119","Coeficiente de variação - Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",10.2,"51","Mato Grosso","202101","1º trimestre 2021","4099","Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",8,"51","Mato Grosso","202101","1º trimestre 2021","4103","Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",13.3,"51","Mato Grosso","202101","1º trimestre 2021","4114","Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",6,"51","Mato Grosso","202101","1º trimestre 2021","4115","Coeficiente de variação - Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",13.6,"51","Mato Grosso","202101","1º trimestre 2021","4116","Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",7.1,"51","Mato Grosso","202101","1º trimestre 2021","4117","Coeficiente de variação - Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",16.5,"51","Mato Grosso","202101","1º trimestre 2021","4118","Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",5.6,"51","Mato Grosso","202101","1º trimestre 2021","4119","Coeficiente de variação - Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",9.1,"51","Mato Grosso","202102","2º trimestre 2021","4099","Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",7.6,"51","Mato Grosso","202102","2º trimestre 2021","4103","Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",12.2,"51","Mato Grosso","202102","2º trimestre 2021","4114","Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",6.4,"51","Mato Grosso","202102","2º trimestre 2021","4115","Coeficiente de variação - Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",11.9,"51","Mato Grosso","202102","2º trimestre 2021","4116","Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",6.2,"51","Mato Grosso","202102","2º trimestre 2021","4117","Coeficiente de variação - Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",15,"51","Mato Grosso","202102","2º trimestre 2021","4118","Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",5.6,"51","Mato Grosso","202102","2º trimestre 2021","4119","Coeficiente de variação - Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",6.6,"51","Mato Grosso","202103","3º trimestre 2021","4099","Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",7,"51","Mato Grosso","202103","3º trimestre 2021","4103","Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",9.7,"51","Mato Grosso","202103","3º trimestre 2021","4114","Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",5.6,"51","Mato Grosso","202103","3º trimestre 2021","4115","Coeficiente de variação - Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",9.9,"51","Mato Grosso","202103","3º trimestre 2021","4116","Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",5.4,"51","Mato Grosso","202103","3º trimestre 2021","4117","Coeficiente de variação - Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",12.9,"51","Mato Grosso","202103","3º trimestre 2021","4118","Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",5,"51","Mato Grosso","202103","3º trimestre 2021","4119","Coeficiente de variação - Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",5.9,"51","Mato Grosso","202104","4º trimestre 2021","4099","Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",7.4,"51","Mato Grosso","202104","4º trimestre 2021","4103","Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",9.1,"51","Mato Grosso","202104","4º trimestre 2021","4114","Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",5.4,"51","Mato Grosso","202104","4º trimestre 2021","4115","Coeficiente de variação - Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",9.3,"51","Mato Grosso","202104","4º trimestre 2021","4116","Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",5.5,"51","Mato Grosso","202104","4º trimestre 2021","4117","Coeficiente de variação - Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",12.3,"51","Mato Grosso","202104","4º trimestre 2021","4118","Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",4.7,"51","Mato Grosso","202104","4º trimestre 2021","4119","Coeficiente de variação - Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",5.3,"51","Mato Grosso","202201","1º trimestre 2022","4099","Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",6.8,"51","Mato Grosso","202201","1º trimestre 2022","4103","Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",8.1,"51","Mato Grosso","202201","1º trimestre 2022","4114","Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",6.3,"51","Mato Grosso","202201","1º trimestre 2022","4115","Coeficiente de variação - Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",8.6,"51","Mato Grosso","202201","1º trimestre 2022","4116","Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",5.6,"51","Mato Grosso","202201","1º trimestre 2022","4117","Coeficiente de variação - Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",11.3,"51","Mato Grosso","202201","1º trimestre 2022","4118","Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",5.4,"51","Mato Grosso","202201","1º trimestre 2022","4119","Coeficiente de variação - Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",4.4,"51","Mato Grosso","202202","2º trimestre 2022","4099","Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",8.9,"51","Mato Grosso","202202","2º trimestre 2022","4103","Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",6.7,"51","Mato Grosso","202202","2º trimestre 2022","4114","Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",6.3,"51","Mato Grosso","202202","2º trimestre 2022","4115","Coeficiente de variação - Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",7.9,"51","Mato Grosso","202202","2º trimestre 2022","4116","Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",5.9,"51","Mato Grosso","202202","2º trimestre 2022","4117","Coeficiente de variação - Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",10.1,"51","Mato Grosso","202202","2º trimestre 2022","4118","Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",5.1,"51","Mato Grosso","202202","2º trimestre 2022","4119","Coeficiente de variação - Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",3.8,"51","Mato Grosso","202203","3º trimestre 2022","4099","Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",9.1,"51","Mato Grosso","202203","3º trimestre 2022","4103","Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",6.9,"51","Mato Grosso","202203","3º trimestre 2022","4114","Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",6.3,"51","Mato Grosso","202203","3º trimestre 2022","4115","Coeficiente de variação - Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",7.6,"51","Mato Grosso","202203","3º trimestre 2022","4116","Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",6.1,"51","Mato Grosso","202203","3º trimestre 2022","4117","Coeficiente de variação - Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",10.5,"51","Mato Grosso","202203","3º trimestre 2022","4118","Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",5.2,"51","Mato Grosso","202203","3º trimestre 2022","4119","Coeficiente de variação - Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",3.5,"51","Mato Grosso","202204","4º trimestre 2022","4099","Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",9.6,"51","Mato Grosso","202204","4º trimestre 2022","4103","Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",5.5,"51","Mato Grosso","202204","4º trimestre 2022","4114","Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",6.9,"51","Mato Grosso","202204","4º trimestre 2022","4115","Coeficiente de variação - Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",6.8,"51","Mato Grosso","202204","4º trimestre 2022","4116","Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",6,"51","Mato Grosso","202204","4º trimestre 2022","4117","Coeficiente de variação - Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",8.8,"51","Mato Grosso","202204","4º trimestre 2022","4118","Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",5.3,"51","Mato Grosso","202204","4º trimestre 2022","4119","Coeficiente de variação - Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",4.5,"51","Mato Grosso","202301","1º trimestre 2023","4099","Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",8.8,"51","Mato Grosso","202301","1º trimestre 2023","4103","Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",6.2,"51","Mato Grosso","202301","1º trimestre 2023","4114","Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",6.8,"51","Mato Grosso","202301","1º trimestre 2023","4115","Coeficiente de variação - Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",7.9,"51","Mato Grosso","202301","1º trimestre 2023","4116","Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",6.5,"51","Mato Grosso","202301","1º trimestre 2023","4117","Coeficiente de variação - Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",9.4,"51","Mato Grosso","202301","1º trimestre 2023","4118","Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",5.7,"51","Mato Grosso","202301","1º trimestre 2023","4119","Coeficiente de variação - Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",3,"51","Mato Grosso","202302","2º trimestre 2023","4099","Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",9.7,"51","Mato Grosso","202302","2º trimestre 2023","4103","Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",4.9,"51","Mato Grosso","202302","2º trimestre 2023","4114","Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",7.2,"51","Mato Grosso","202302","2º trimestre 2023","4115","Coeficiente de variação - Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",5.7,"51","Mato Grosso","202302","2º trimestre 2023","4116","Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",7,"51","Mato Grosso","202302","2º trimestre 2023","4117","Coeficiente de variação - Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",7.6,"51","Mato Grosso","202302","2º trimestre 2023","4118","Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",6.1,"51","Mato Grosso","202302","2º trimestre 2023","4119","Coeficiente de variação - Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",2.4,"51","Mato Grosso","202303","3º trimestre 2023","4099","Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",9.9,"51","Mato Grosso","202303","3º trimestre 2023","4103","Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",4.9,"51","Mato Grosso","202303","3º trimestre 2023","4114","Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",7.3,"51","Mato Grosso","202303","3º trimestre 2023","4115","Coeficiente de variação - Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",6,"51","Mato Grosso","202303","3º trimestre 2023","4116","Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",7,"51","Mato Grosso","202303","3º trimestre 2023","4117","Coeficiente de variação - Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",8.4,"51","Mato Grosso","202303","3º trimestre 2023","4118","Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",6.4,"51","Mato Grosso","202303","3º trimestre 2023","4119","Coeficiente de variação - Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",3.9,"51","Mato Grosso","202304","4º trimestre 2023","4099","Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",9.7,"51","Mato Grosso","202304","4º trimestre 2023","4103","Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",6.7,"51","Mato Grosso","202304","4º trimestre 2023","4114","Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",7,"51","Mato Grosso","202304","4º trimestre 2023","4115","Coeficiente de variação - Taxa combinada de desocupação e de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",7.1,"51","Mato Grosso","202304","4º trimestre 2023","4116","Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",7,"51","Mato Grosso","202304","4º trimestre 2023","4117","Coeficiente de variação - Taxa combinada de desocupação e força de trabalho potencial, na semana de referência, das pessoas de 14 anos ou mais de idade"
"3","Unidade da Federação","2","%",9.8,"51","Mato Grosso","202304","4º trimestre 2023","4118","Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade"
